batch,epoch,r2,infer_time,mean_error,y,yfilter,u,uf
,,,,,0.7893867,0.7833094132131436,-1.2541207,-0.033664674
,,,,,0.78871757,0.7826352972487053,-1.2431307,-0.033664674
,,,,,0.78804815,0.7819608845208198,-1.2317845,-0.033664674
,,,,,0.78737855,0.7812862611220011,-1.2202781,-0.033664674
,,,,,0.7867088,0.7806114470320277,-1.2087924,-0.033664674
,,,,,0.7860389,0.7799364933170072,-1.1969099,-0.033664674
,,,,,0.7853688,0.7792613660619184,-1.1859993,-0.033664674
,,,,,0.78469867,0.7785861492104085,-1.1755483,-0.033664674
,,,,,0.78402853,0.7779109081209641,-1.1656655,-0.033664674
,,,,,0.78335834,0.7772356128717928,-1.1564407,-0.033664674
,,,,,0.78268814,0.7765603023222752,-1.1479464,-0.033664674
,,,,,0.782018,0.7758850312972857,-1.1402377,-0.033664674
,,,,,0.7813479,0.7752097671455083,-1.1333532,-0.033664674
,,,,,0.78067786,0.7745345939692404,-1.1273165,-0.033664674
,,,,,0.78000784,0.773859439737992,-1.1221362,-0.033664674
,,,,,0.779338,0.7731844254201142,-1.1178082,-0.033664674
,,,,,0.7786682,0.7725094873660517,-1.1143165,-0.033664674
,,,,,0.77799857,0.7718346571596945,-1.1116341,-0.033664674
,,,,,0.777329,0.7711599416414777,-1.1091442,-0.033664674
,,,,,0.7766596,0.7704853428244448,-1.1080259,-0.033664674
,,,,,0.77599037,0.7698109068776979,-1.1075891,-0.033664674
,,,,,0.7753212,0.7691365530962234,-1.1077774,-0.033664674
,,,,,0.7746521,0.7684623084580969,-1.1085303,-0.033664674
,,,,,0.7739832,0.7677881788848951,-1.1097851,-0.033664674
,,,,,0.77331436,0.7671141660819112,-1.1114774,-0.033664674
,,,,,0.77264565,0.7664402703491872,-1.1135426,-0.033664674
,,,,,0.77197707,0.765766491809047,-1.1159165,-0.033664674
,,,,,0.7713085,0.7650927388085834,-1.1185365,-0.033664674
,,,,,0.7706401,0.7644191272356783,-1.1213422,-0.033664674
,,,,,0.76997167,0.7637455465071529,-1.124276,-0.033664674
,,,,,0.7693034,0.7630720629109317,-1.1267028,-0.033664674
,,,,,0.7686351,0.7623985996180428,-1.1297952,-0.033664674
,,,,,0.76796687,0.7617251849799922,-1.1328675,-0.033664674
,,,,,0.7672987,0.761051825064763,-1.1358773,-0.033664674
,,,,,0.76663053,0.7603784758615905,-1.1387869,-0.033664674
,,,,,0.7659624,0.7597051726876234,-1.1415637,-0.033664674
,,,,,0.7652943,0.7590318778964107,-1.1441797,-0.033664674
,,,,,0.7646262,0.7583585828322518,-1.1466123,-0.033664674
,,,,,0.76395804,0.7576852393570724,-1.1488432,-0.033664674
,,,,,0.7632899,0.7570119278553283,-1.1508589,-0.033664674
,,,,,0.76262176,0.7563385753685097,-1.15265,-0.033664674
,,,,,0.7619536,0.7556652109978378,-1.1542114,-0.033664674
,,,,,0.7612854,0.7549918410726043,-1.155542,-0.033664674
,,,,,0.7606172,0.754318421611029,-1.1566436,-0.033664674
,,,,,0.75994897,0.7536449879530178,-1.1569406,-0.033664674
,,,,,0.7592807,0.7529715024489688,-1.1576635,-0.033664674
,,,,,0.7586124,0.7522980022793129,-1.1581829,-0.033664674
,,,,,0.7579441,0.7516244959435461,-1.1585101,-0.033664674
,,,,,0.7572757,0.7509508940644782,-1.1586581,-0.033664674
,,,,,0.7566073,0.7502772671525303,-1.1586412,-0.033664674
,,,,,0.7559389,0.7496036314562644,-1.1584749,-0.033664674
,,,,,0.7552704,0.7489299454578783,-1.1581753,-0.033664674
,,,,,0.75460196,0.748256245072401,-1.1577591,-0.033664674
,,,,,0.7539334,0.7475824927981215,-1.1572429,-0.033664674
,,,,,0.7532649,0.7469087258492305,-1.1566435,-0.033664674
,,,,,0.7525963,0.7462349069003631,-1.155977,-0.033664674
,,,,,0.75192773,0.745561073268299,-1.1546783,-0.033664674
,,,,,0.75125915,0.7448872334598549,-1.1539853,-0.033664674
,,,,,0.75059056,0.7442133897763028,-1.153272,-0.033664674
,,,,,0.7499219,0.7435394968422906,-1.152551,-0.033664674
,,,,,0.7492533,0.7428655898393781,-1.1518332,-0.033664674
,,,,,0.7485846,0.7421916768330359,-1.1511285,-0.033664674
,,,,,0.747916,0.7415177599846919,-1.1504462,-0.033664674
,,,,,0.74724734,0.7408438397324122,-1.1497937,-0.033664674
,,,,,0.7465787,0.7401699162199536,-1.1491779,-0.033664674
,,,,,0.74591,0.7394959436328526,-1.1486043,-0.033664674
,,,,,0.74524134,0.7388220028444865,-1.1480771,-0.033664674
,,,,,0.7445727,0.7381480668722922,-1.1475998,-0.033664674
,,,,,0.74390405,0.7374741298219134,-1.1471746,-0.033664674
,,,,,0.7432354,0.7368001899821719,-1.1462218,-0.033664674
,,,,,0.74256676,0.7361262470578355,-1.1459645,-0.033664674
,,,,,0.7418981,0.7354523009262267,-1.1457627,-0.033664674
,,,,,0.7412295,0.7347783515797534,-1.145614,-0.033664674
,,,,,0.7405608,0.7341043990074649,-1.1455159,-0.033664674
,,,,,0.73989224,0.7334304890453324,-1.1454649,-0.033664674
,,,,,0.73922366,0.7327565866632103,-1.1454576,-0.033664674
,,,,,0.738555,0.7320826379835527,-1.1454899,-0.033664674
,,,,,0.7378864,0.731408721720488,-1.1455579,-0.033664674
,,,,,0.7372179,0.7307348562853365,-1.1456572,-0.033664674
,,,,,0.7365493,0.7300609547785567,-1.1457834,-0.033664674
,,,,,0.73588073,0.7293870424554516,-1.1459323,-0.033664674
,,,,,0.7352122,0.7287131707373683,-1.1460997,-0.033664674
,,,,,0.7345436,0.7280392603493313,-1.1462815,-0.033664674
,,,,,0.7338751,0.7273653844003244,-1.1458925,-0.033664674
,,,,,0.7332065,0.7266914680294714,-1.146152,-0.033664674
,,,,,0.732538,0.7260175857823655,-1.1464167,-0.033664674
,,,,,0.73186946,0.7253437088253771,-1.146682,-0.033664674
,,,,,0.73120093,0.7246698309524584,-1.1469444,-0.033664674
,,,,,0.7305324,0.7239959503171631,-1.1472001,-0.033664674
,,,,,0.7298639,0.7233220666167515,-1.1474463,-0.033664674
,,,,,0.72919536,0.7226481797158469,-1.14768,-0.033664674
,,,,,0.72852683,0.7219742896084193,-1.1478994,-0.033664674
,,,,,0.7278583,0.7213003962819095,-1.1481023,-0.033664674
,,,,,0.7271898,0.7206264997383954,-1.1482873,-0.033664674
,,,,,0.72652125,0.7199525999765725,-1.1484536,-0.033664674
,,,,,0.7258528,0.7192787428330533,-1.1480193,-0.033664674
,,,,,0.72518426,0.7186048474400801,-1.1482071,-0.033664674
,,,,,0.72451574,0.717930940789677,-1.1483768,-0.033664674
,,,,,0.7238472,0.7172570287707623,-1.1485279,-0.033664674
,,,,,0.7231787,0.7165831130983553,-1.1486598,-0.033664674
,,,,,0.72251016,0.7159091940674124,-1.1487725,-0.033664674
,,,,,0.72184163,0.7152352718018963,-1.148866,-0.033664674
,,,,,0.72117305,0.714561300473666,-1.1489408,-0.033664674
,,,,,0.7205045,0.7138873609637679,-1.1489975,-0.033664674
,,,,,0.719836,0.7132134262776569,-1.1490371,-0.033664674
,,,,,0.7191675,0.7125394905301956,-1.1490604,-0.033664674
,,,,,0.71849895,0.7118655520059225,-1.1490686,-0.033664674
,,,,,0.71783036,0.7111915645744928,-1.1490631,-0.033664674
,,,,,0.71716183,0.7105176089827432,-1.1484641,-0.033664674
,,,,,0.7164933,0.7098436582283297,-1.1484957,-0.033664674
,,,,,0.7158247,0.7091696605776714,-1.1485198,-0.033664674
,,,,,0.7151562,0.7084956951873941,-1.1485363,-0.033664674
,,,,,0.7144876,0.7078216889294462,-1.1485461,-0.033664674
,,,,,0.7138191,0.7071477166670717,-1.1485496,-0.033664674
,,,,,0.7131505,0.7064737038429091,-1.148547,-0.033664674
,,,,,0.712482,0.7057997251391345,-1.1485393,-0.033664674
,,,,,0.7118134,0.7051257058827073,-1.1485269,-0.033664674
,,,,,0.71114486,0.7044517207590758,-1.1485103,-0.033664674
,,,,,0.7104763,0.7037776950818853,-1.1484904,-0.033664674
,,,,,0.70980775,0.703103703540082,-1.1484677,-0.033664674
,,,,,0.70913917,0.7024296714445875,-1.1484425,-0.033664674
,,,,,0.70847064,0.7017556734859114,-1.1478347,-0.033664674
,,,,,0.70780206,0.70108163497371,-1.1478674,-0.033664674
,,,,,0.70713353,0.7004076305995854,-1.1479014,-0.033664674
,,,,,0.70646495,0.6997335856721676,-1.1479361,-0.033664674
,,,,,0.7057964,0.6990595748840573,-1.1479709,-0.033664674
,,,,,0.70512784,0.6983855235429011,-1.1480054,-0.033664674
,,,,,0.7044593,0.69771150634228,-1.1480389,-0.033664674
,,,,,0.7037907,0.6970374485888666,-1.148071,-0.033664674
,,,,,0.7031222,0.6963634249772174,-1.1481017,-0.033664674
,,,,,0.7024536,0.6956893608130331,-1.1481304,-0.033664674
,,,,,0.7017851,0.6950153307918449,-1.148157,-0.033664674
,,,,,0.7011165,0.6943412602183822,-1.1481813,-0.033664674
,,,,,0.700448,0.6936672237891502,-1.148203,-0.033664674
,,,,,0.6997794,0.6929931468079089,-1.1476412,-0.033664674
,,,,,0.69911087,0.6923191039721355,-1.1477184,-0.033664674
,,,,,0.69844234,0.6916450664231384,-1.1477951,-0.033664674
,,,,,0.69777375,0.6909709821445961,-1.14787,-0.033664674
,,,,,0.6971052,0.6902969301567106,-1.1479422,-0.033664674
,,,,,0.69643664,0.689622837318764,-1.148011,-0.033664674
,,,,,0.6957681,0.6889487784917023,-1.1480756,-0.033664674
,,,,,0.6950996,0.6882747249468506,-1.1481357,-0.033664674
,,,,,0.694431,0.687600624661292,-1.1481905,-0.033664674
,,,,,0.6937625,0.6869265566707108,-1.14824,-0.033664674
,,,,,0.69309396,0.6862524936683286,-1.1482838,-0.033664674
,,,,,0.6924254,0.6855783838024876,-1.148322,-0.033664674
,,,,,0.69175684,0.6849043062254143,-1.1483543,-0.033664674
,,,,,0.69108826,0.6842301877866008,-1.1477998,-0.033664674
,,,,,0.69041973,0.6835561033653217,-1.1478815,-0.033664674
,,,,,0.6897512,0.6828820242263068,-1.1479598,-0.033664674
,,,,,0.6890826,0.6822078983504839,-1.1480337,-0.033664674
,,,,,0.6884141,0.6815338047733468,-1.1481029,-0.033664674
,,,,,0.6877456,0.6808597161865926,-1.1481665,-0.033664674
,,,,,0.687077,0.6801855807395887,-1.1482242,-0.033664674
,,,,,0.68640846,0.679511477585433,-1.1482759,-0.033664674
,,,,,0.68573993,0.6788373794108563,-1.148321,-0.033664674
,,,,,0.68507135,0.6781632343786511,-1.1483599,-0.033664674
,,,,,0.6844028,0.6774891216393734,-1.1483923,-0.033664674
,,,,,0.68373424,0.6768149680409139,-1.1484184,-0.033664674
,,,,,0.6830657,0.6761408484665064,-1.1484386,-0.033664674
,,,,,0.6823972,0.6754667341769883,-1.1478717,-0.033664674
,,,,,0.6817286,0.6747925731554067,-1.1479412,-0.033664674
,,,,,0.6810601,0.6741184444381092,-1.1480076,-0.033664674
,,,,,0.6803915,0.6734442748738725,-1.1480701,-0.033664674
,,,,,0.67972296,0.6727701393356341,-1.1481282,-0.033664674
,,,,,0.67905444,0.6720960090848737,-1.1481814,-0.033664674
,,,,,0.67838585,0.6714218321038966,-1.1482296,-0.033664674
,,,,,0.6777173,0.6707476874300015,-1.1482723,-0.033664674
,,,,,0.67704874,0.6700735019101718,-1.1483096,-0.033664674
,,,,,0.6763802,0.6693993504195087,-1.1483414,-0.033664674
,,,,,0.6757117,0.6687252042175553,-1.1483676,-0.033664674
,,,,,0.6750431,0.6680510112876468,-1.1483886,-0.033664674
,,,,,0.6743746,0.6673768506674346,-1.1484045,-0.033664674
,,,,,0.673706,0.6667026492024092,-1.1478343,-0.033664674
,,,,,0.67303747,0.6660284817697126,-1.1479012,-0.033664674
,,,,,0.6723689,0.6653542737859173,-1.1479658,-0.033664674
,,,,,0.67170036,0.6646800999604754,-1.1480273,-0.033664674
,,,,,0.67103183,0.6640059314329767,-1.1480851,-0.033664674
,,,,,0.67036325,0.6633317161923338,-1.1481388,-0.033664674
,,,,,0.6696947,0.662657533263737,-1.1481879,-0.033664674
,,,,,0.6690262,0.6619833553348411,-1.1482321,-0.033664674
,,,,,0.6683576,0.6613091305573433,-1.1482712,-0.033664674
,,,,,0.6676891,0.6606349380877192,-1.1483053,-0.033664674
,,,,,0.6670205,0.6599607047639421,-1.1483341,-0.033664674
,,,,,0.666352,0.6592865054803405,-1.148358,-0.033664674
,,,,,0.6656834,0.6586122656461944,-1.1483768,-0.033664674
,,,,,0.66501486,0.6579380599774797,-1.1478097,-0.033664674
,,,,,0.66434634,0.6572638596091276,-1.14788,-0.033664674
,,,,,0.66367775,0.656589612532476,-1.1479477,-0.033664674
,,,,,0.6630092,0.655915397773259,-1.1480124,-0.033664674
,,,,,0.66234064,0.6552411421748188,-1.1480733,-0.033664674
,,,,,0.6616721,0.6545669206193017,-1.1481299,-0.033664674
,,,,,0.6610036,0.6538927043586821,-1.1481819,-0.033664674
,,,,,0.660335,0.653218441380381,-1.1482288,-0.033664674
,,,,,0.6596665,0.6525442107237607,-1.1482704,-0.033664674
,,,,,0.6589979,0.6518699392277228,-1.1483067,-0.033664674
,,,,,0.65832937,0.6511957017783618,-1.1483376,-0.033664674
,,,,,0.65766084,0.6505214696251338,-1.1483632,-0.033664674
,,,,,0.65699226,0.6498471907567771,-1.1478025,-0.033664674
,,,,,0.65632373,0.6491729442128835,-1.1478785,-0.033664674
,,,,,0.65565515,0.6484986568309389,-1.1479516,-0.033664674
,,,,,0.6549866,0.6478244034990299,-1.1480211,-0.033664674
,,,,,0.6543181,0.6471501554647745,-1.1480862,-0.033664674
,,,,,0.6536495,0.6464758607178991,-1.1481465,-0.033664674
,,,,,0.652981,0.6458015982983535,-1.1482015,-0.033664674
,,,,,0.65231246,0.6451273408852066,-1.1482509,-0.033664674
,,,,,0.6516439,0.644453036635622,-1.1482946,-0.033664674
,,,,,0.65097535,0.6437787647078943,-1.1483322,-0.033664674
,,,,,0.65030676,0.6431044519326765,-1.1483641,-0.033664674
,,,,,0.64963824,0.6424301732143836,-1.1483902,-0.033664674
,,,,,0.6489697,0.641755899794797,-1.1484106,-0.033664674
,,,,,0.6483011,0.6410815796671239,-1.1484255,-0.033664674
,,,,,0.6476326,0.640407291871231,-1.1478543,-0.033664674
,,,,,0.646964,0.6397329632411153,-1.14792,-0.033664674
,,,,,0.6462955,0.639058668669954,-1.1479832,-0.033664674
,,,,,0.64562696,0.6383843794006421,-1.1480432,-0.033664674
,,,,,0.6449584,0.6377100434254509,-1.1480993,-0.033664674
,,,,,0.64428985,0.6370357397852625,-1.1481514,-0.033664674
,,,,,0.64362127,0.636361395312297,-1.1481987,-0.033664674
,,,,,0.64295274,0.6356870849018563,-1.1482413,-0.033664674
,,,,,0.6422842,0.6350127797949513,-1.1482788,-0.033664674
,,,,,0.6416156,0.6343384279848595,-1.1483113,-0.033664674
,,,,,0.6409471,0.6336641085128066,-1.1483386,-0.033664674
,,,,,0.6402785,0.6329897482095653,-1.1483608,-0.033664674
,,,,,0.63961,0.6323154219724286,-1.1477972,-0.033664674
,,,,,0.6389414,0.6316410551962416,-1.1478707,-0.033664674
,,,,,0.6382729,0.6309667226133441,-1.1479415,-0.033664674
,,,,,0.63760436,0.6302923953435356,-1.1480091,-0.033664674
,,,,,0.6369358,0.6296180213861605,-1.1480727,-0.033664674
,,,,,0.63626724,0.6289436797697259,-1.1481318,-0.033664674
,,,,,0.6355987,0.6282693431705778,-1.148186,-0.033664674
,,,,,0.63493013,0.6275949597475128,-1.1482347,-0.033664674
,,,,,0.6342616,0.6269206086619133,-1.1482781,-0.033664674
,,,,,0.633593,0.6262462167365979,-1.1483158,-0.033664674
,,,,,0.6329245,0.6255718588861897,-1.1483479,-0.033664674
,,,,,0.632256,0.6248975063432546,-1.1483743,-0.033664674
,,,,,0.6315874,0.6242231071059479,-1.1483953,-0.033664674
,,,,,0.63091886,0.6235487402158777,-1.14783,-0.033664674
,,,,,0.6302503,0.6228743324998195,-1.1479014,-0.033664674
,,,,,0.62958175,0.6221999588608798,-1.1479701,-0.033664674
,,,,,0.6289132,0.621525590532875,-1.1480352,-0.033664674
,,,,,0.62824464,0.6208511755129652,-1.1480962,-0.033664674
,,,,,0.6275761,0.6201767928437896,-1.1481526,-0.033664674
,,,,,0.6269075,0.619502369350361,-1.148204,-0.033664674
,,,,,0.626239,0.618827979937889,-1.14825,-0.033664674
,,,,,0.6255705,0.618153595838332,-1.1482906,-0.033664674
,,,,,0.6249019,0.6174791650498453,-1.1483257,-0.033664674
,,,,,0.62423337,0.6168047666154062,-1.1483551,-0.033664674
,,,,,0.6235648,0.6161303273586043,-1.1483792,-0.033664674
,,,,,0.62289625,0.615455922186613,-1.1483979,-0.033664674
,,,,,0.6222277,0.6147815223295992,-1.1484116,-0.033664674
,,,,,0.62155914,0.6141070757866848,-1.1478394,-0.033664674
,,,,,0.6208906,0.6134326616011948,-1.1479044,-0.033664674
,,,,,0.62022203,0.6127582065952971,-1.1479672,-0.033664674
,,,,,0.6195535,0.6120837856781249,-1.1480271,-0.033664674
,,,,,0.618885,0.611409370078058,-1.1480833,-0.033664674
,,,,,0.6182164,0.6107349077951835,-1.1481357,-0.033664674
,,,,,0.61754787,0.610060477873173,-1.1481836,-0.033664674
,,,,,0.6168793,0.6093860071327766,-1.1482269,-0.033664674
,,,,,0.61621076,0.6087115704850825,-1.1482651,-0.033664674
,,,,,0.61554223,0.6080371391566896,-1.1482986,-0.033664674
,,,,,0.61487365,0.6073626611486471,-1.148327,-0.033664674
,,,,,0.6142051,0.6066882155049725,-1.1483504,-0.033664674
,,,,,0.61353654,0.6060137290450031,-1.1477879,-0.033664674
,,,,,0.612868,0.6053392766817768,-1.1478626,-0.033664674
,,,,,0.6121994,0.6046647837932192,-1.1479347,-0.033664674
,,,,,0.6115309,0.6039903251295525,-1.1480033,-0.033664674
,,,,,0.6108624,0.603315871795182,-1.1480682,-0.033664674
,,,,,0.6101938,0.6026413717976051,-1.1481284,-0.033664674
,,,,,0.60952526,0.6019669041679192,-1.1481836,-0.033664674
,,,,,0.60885674,0.6012924415737136,-1.1482334,-0.033664674
,,,,,0.60818815,0.6006179321793335,-1.1482776,-0.033664674
,,,,,0.6075196,0.5999434551499958,-1.1483163,-0.033664674
,,,,,0.60685104,0.5992689372967451,-1.148349,-0.033664674
,,,,,0.6061825,0.598594453550058,-1.1483762,-0.033664674
,,,,,0.605514,0.5979199751281474,-1.1483978,-0.033664674
,,,,,0.6048454,0.5972454500369155,-1.147833,-0.033664674
,,,,,0.6041769,0.5965709573207236,-1.1479048,-0.033664674
,,,,,0.6035083,0.5958964237950335,-1.1479738,-0.033664674
,,,,,0.60283977,0.5952219243785652,-1.1480391,-0.033664674
,,,,,0.60217124,0.594547430290911,-1.1481003,-0.033664674
,,,,,0.60150266,0.5938728895369197,-1.1481568,-0.033664674
,,,,,0.60083413,0.5931983811619922,-1.1482081,-0.033664674
,,,,,0.6001656,0.5925238778278904,-1.1482542,-0.033664674
,,,,,0.599497,0.5918493277026998,-1.1482947,-0.033664674
,,,,,0.5988285,0.591174809952188,-1.1483296,-0.033664674
,,,,,0.5981599,0.5905002513839706,-1.148359,-0.033664674
,,,,,0.5974914,0.5898257269334691,-1.1483827,-0.033664674
,,,,,0.5968228,0.589151161966028,-1.1484013,-0.033664674
,,,,,0.5961543,0.5884766312439407,-1.1478335,-0.033664674
,,,,,0.59548575,0.5878021058622603,-1.1479027,-0.033664674
,,,,,0.59481716,0.5871275338334239,-1.1479694,-0.033664674
,,,,,0.59414864,0.58645299418986,-1.1480327,-0.033664674
,,,,,0.59348005,0.5857784137456432,-1.148092,-0.033664674
,,,,,0.5928115,0.5851038674233984,-1.148147,-0.033664674
,,,,,0.592143,0.5844293264381137,-1.1481972,-0.033664674
,,,,,0.5914744,0.583754738797168,-1.1482422,-0.033664674
,,,,,0.5908059,0.5830801835471049,-1.148282,-0.033664674
,,,,,0.5901373,0.5824055874974492,-1.1483165,-0.033664674
,,,,,0.5894688,0.5817310255747561,-1.1483456,-0.033664674
,,,,,0.58880025,0.5810564689915777,-1.1483694,-0.033664674
,,,,,0.58813167,0.580381865756574,-1.148388,-0.033664674
,,,,,0.58746314,0.5797072949164905,-1.1478207,-0.033664674
,,,,,0.58679456,0.5790326832795392,-1.1478904,-0.033664674
,,,,,0.586126,0.5783581057741546,-1.1479577,-0.033664674
,,,,,0.5854575,0.5776835336111731,-1.1480218,-0.033664674
,,,,,0.5847889,0.5770089148001882,-1.148082,-0.033664674
,,,,,0.5841204,0.5763343283882849,-1.1481378,-0.033664674
,,,,,0.5834518,0.5756597011823048,-1.148189,-0.033664674
,,,,,0.5827833,0.5749851081125837,-1.148235,-0.033664674
,,,,,0.58211476,0.5743105203882353,-1.1482759,-0.033664674
,,,,,0.5814462,0.5736358860197898,-1.1483113,-0.033664674
,,,,,0.58077765,0.5729612840546676,-1.1483413,-0.033664674
,,,,,0.58010906,0.5722866412983475,-1.1483661,-0.033664674
,,,,,0.57944053,0.5716120326830587,-1.1483856,-0.033664674
,,,,,0.578772,0.5709374294161998,-1.1478193,-0.033664674
,,,,,0.5781034,0.5702627795092342,-1.1478897,-0.033664674
,,,,,0.5774349,0.5695881620099177,-1.1479577,-0.033664674
,,,,,0.5767663,0.5689135037223698,-1.1480224,-0.033664674
,,,,,0.5760978,0.5682388795807082,-1.1480833,-0.033664674
,,,,,0.57542926,0.5675642607906226,-1.1481397,-0.033664674
,,,,,0.5747607,0.5668895953645069,-1.1481912,-0.033664674
,,,,,0.57409215,0.5662149623504507,-1.1482377,-0.033664674
,,,,,0.57342356,0.5655402885512203,-1.1482787,-0.033664674
,,,,,0.57275504,0.5648656489028153,-1.1483145,-0.033664674
,,,,,0.5720865,0.564191014609223,-1.1483446,-0.033664674
,,,,,0.5714179,0.5635163336837647,-1.1483696,-0.033664674
,,,,,0.5707494,0.5628416851748638,-1.1483892,-0.033664674
,,,,,0.5700808,0.562166995883937,-1.1478227,-0.033664674
,,,,,0.5694123,0.5614923407488616,-1.1478932,-0.033664674
,,,,,0.56874377,0.5608176909719276,-1.147961,-0.033664674
,,,,,0.5680752,0.5601429945673811,-1.1480256,-0.033664674
,,,,,0.56740665,0.559468330583978,-1.1480863,-0.033664674
,,,,,0.56673807,0.5587936258217918,-1.1481425,-0.033664674
,,,,,0.56606954,0.5581189552205702,-1.1481938,-0.033664674
,,,,,0.565401,0.5574442899809128,-1.14824,-0.033664674
,,,,,0.56473243,0.5567695781179882,-1.1482809,-0.033664674
,,,,,0.5640639,0.556094898680883,-1.1483163,-0.033664674
,,,,,0.5633953,0.5554201784683328,-1.1483463,-0.033664674
,,,,,0.5627268,0.5547454924219498,-1.1483709,-0.033664674
,,,,,0.56205827,0.5540708117406498,-1.1483903,-0.033664674
,,,,,0.5613897,0.5533960844405207,-1.1478235,-0.033664674
,,,,,0.56072116,0.5527213895709794,-1.1478937,-0.033664674
,,,,,0.5600526,0.5520466539294276,-1.1479614,-0.033664674
,,,,,0.55938405,0.5513719524593373,-1.1480258,-0.033664674
,,,,,0.5587155,0.5506972563579466,-1.1480862,-0.033664674
,,,,,0.55804694,0.550022513642259,-1.1481422,-0.033664674
,,,,,0.5573784,0.5493478033620217,-1.1481934,-0.033664674
,,,,,0.5567098,0.5486730523133077,-1.1482395,-0.033664674
,,,,,0.5560413,0.5479983354414423,-1.1482803,-0.033664674
,,,,,0.5553728,0.5473236239419917,-1.1483155,-0.033664674
,,,,,0.5547042,0.5466488658328736,-1.1483455,-0.033664674
,,,,,0.55403566,0.5459741401641633,-1.14837,-0.033664674
,,,,,0.5533671,0.5452993737306109,-1.1483893,-0.033664674
,,,,,0.55269855,0.5446246414793888,-1.1478226,-0.033664674
,,,,,0.55203,0.543949914604398,-1.1478928,-0.033664674
,,,,,0.55136144,0.5432751411244675,-1.1479605,-0.033664674
,,,,,0.5506929,0.5426004000899991,-1.1480249,-0.033664674
,,,,,0.55002433,0.5419256182944256,-1.1480854,-0.033664674
,,,,,0.5493558,0.5412508706867607,-1.1481414,-0.033664674
,,,,,0.5486873,0.5405761284592464,-1.1481926,-0.033664674
,,,,,0.5480187,0.5399013396316196,-1.1482388,-0.033664674
,,,,,0.54735017,0.5392265832546085,-1.1482795,-0.033664674
,,,,,0.5466816,0.5385517861203337,-1.148315,-0.033664674
,,,,,0.54601306,0.5378770231796435,-1.148345,-0.033664674
,,,,,0.54534453,0.5372022656231278,-1.1483696,-0.033664674
,,,,,0.54467595,0.5365274614714289,-1.1478078,-0.033664674
,,,,,0.5440074,0.5358526897756,-1.1478829,-0.033664674
,,,,,0.54333884,0.5351778773264544,-1.1479552,-0.033664674
,,,,,0.5426703,0.5345030990766692,-1.1480237,-0.033664674
,,,,,0.5420018,0.533828326215189,-1.148088,-0.033664674
,,,,,0.5413332,0.5331535067635578,-1.1481475,-0.033664674
,,,,,0.5406647,0.5324787197731539,-1.1482017,-0.033664674
,,,,,0.53999615,0.5318039378870384,-1.1482505,-0.033664674
,,,,,0.53932756,0.5311291092853166,-1.1482935,-0.033664674
,,,,,0.53865904,0.5304543131419859,-1.1483307,-0.033664674
,,,,,0.53799045,0.5297794762396122,-1.148362,-0.033664674
,,,,,0.5373219,0.5291046735476852,-1.1483877,-0.033664674
,,,,,0.5366534,0.528429876249317,-1.1484078,-0.033664674
,,,,,0.5359848,0.5277550323695309,-1.1484225,-0.033664674
,,,,,0.5353163,0.5270802209595105,-1.1478511,-0.033664674
,,,,,0.5346477,0.5264053688070376,-1.1479167,-0.033664674
,,,,,0.5339792,0.5257305508693796,-1.1479799,-0.033664674
,,,,,0.53331065,0.5250557383312929,-1.1480398,-0.033664674
,,,,,0.53264207,0.5243808792166279,-1.1480961,-0.033664674
,,,,,0.53197354,0.5237060525776128,-1.1481481,-0.033664674
,,,,,0.53130496,0.5230311852003928,-1.1481956,-0.033664674
,,,,,0.5306364,0.5223563520441811,-1.1482383,-0.033664674
,,,,,0.5299679,0.5216815242920506,-1.148276,-0.033664674
,,,,,0.5292993,0.5210066499687686,-1.1483086,-0.033664674
,,,,,0.5286308,0.5203318081268725,-1.1483362,-0.033664674
,,,,,0.5279622,0.5196569255512303,-1.1483588,-0.033664674
,,,,,0.5272937,0.5189820772028534,-1.1483765,-0.033664674
,,,,,0.5266251,0.5183071884084598,-1.1478084,-0.033664674
,,,,,0.5259566,0.5176323339727485,-1.1478776,-0.033664674
,,,,,0.52528805,0.5169574849536241,-1.1479446,-0.033664674
,,,,,0.52461946,0.5162825893834523,-1.1480086,-0.033664674
,,,,,0.52395093,0.5156077263012312,-1.148069,-0.033664674
,,,,,0.52328235,0.5149328224932903,-1.1481252,-0.033664674
,,,,,0.5226138,0.5142579529210922,-1.1481768,-0.033664674
,,,,,0.5219453,0.513583088764564,-1.1482234,-0.033664674
,,,,,0.5212767,0.5129081780502522,-1.1482649,-0.033664674
,,,,,0.5206082,0.5122332998316003,-1.1483012,-0.033664674
,,,,,0.5199396,0.5115583808903561,-1.1483321,-0.033664674
,,,,,0.5192711,0.5108834961918535,-1.1483579,-0.033664674
,,,,,0.51860255,0.5102086169136887,-1.1477973,-0.033664674
,,,,,0.51793396,0.5095336910836418,-1.1478735,-0.033664674
,,,,,0.51726544,0.5088587977553325,-1.147947,-0.033664674
,,,,,0.51659685,0.5081838637093078,-1.1480168,-0.033664674
,,,,,0.5159283,0.5075089639126529,-1.1480823,-0.033664674
,,,,,0.5152598,0.5068340695413833,-1.1481429,-0.033664674
,,,,,0.5145912,0.5061591286241529,-1.1481984,-0.033664674
,,,,,0.5139227,0.5054842202148989,-1.1482482,-0.033664674
,,,,,0.51325417,0.504809316948823,-1.1482922,-0.033664674
