time,V_C,I_L,V_IN
0.001278,-75.74001142,13.32620801,-49.49798493
0.0012785,-52.77947078,11.26704998,-45.11303776
0.001279,-34.43853351,8.44355666,-44.04751264
0.0012795,-21.54096692,5.640814754,-42.794406
0.00128,-12.29695668,4.643102924,-37.345287
0.0012805,-4.11899095,4.19060385,-29.08276299
0.001281,3.255159405,3.77293327,-20.82089943
0.0012815,9.926108828,3.449204579,-11.8694852
0.001282,16.015884,3.126722556,-5.295836422
0.0012825,21.50621075,2.800487088,-3.79221002
0.001283,26.36070758,2.435985388,-4.39036779
0.0012835,30.50054349,2.03274803,-2.270198801
0.001284,33.87631035,1.608675721,-0.352961482
0.0012845,36.47863326,1.202616051,0.502258158
0.001285,38.33463948,0.802470922,1.515045491
0.0012855,39.45278374,0.409921251,7.017508069
0.001286,39.91327765,0.105861399,17.1917452
0.0012865,39.89798338,-0.107220504,31.14612178
0.001287,39.62884732,-0.155725668,43.92413918
0.0012875,39.38332803,-0.101900133,54.41251904
0.001288,39.3236156,0.055981368,60.96984815
0.0012885,39.62239933,0.267332448,67.95986093
0.001289,40.34119721,0.520695061,72.06566221
0.0012895,41.5824825,0.823389224,74.50472925
0.00129,43.38728345,1.120800308,73.74966151
0.0012905,45.70363002,1.371905039,70.51190384
0.001291,48.43119317,1.565254419,65.01741698
0.0012915,51.44334701,1.666264185,57.99496147
0.001292,54.53874734,1.666261229,49.94430943
0.0012925,57.55620157,1.569504611,41.80386834
0.001293,60.25369337,1.326425067,35.4323352
0.0012935,62.43172224,1.016045605,28.02016297
0.001294,63.97434782,0.636376009,22.05108263
0.0012945,64.74192179,0.186482138,19.14012232
0.001295,64.65549693,-0.280462714,15.69858797
0.0012955,63.68075688,-0.773965272,10.79954181
0.001296,61.77773776,-1.28314831,6.326433798
0.0012965,58.94067919,-1.781314097,4.860743608
0.001297,55.20402547,-2.248295079,4.274158013
0.0012975,50.64109079,-2.670546404,3.008317056
0.001298,45.34063129,-3.042849013,2.0469818
0.0012985,39.39671682,-3.363595583,-0.456030519
0.001299,32.91176218,-3.629100531,-1.533696123
0.0012995,25.99573613,-3.833340988,-1.43909192
0.0013,18.76616135,-3.9679568,-2.229056759
0.0013005,11.34884202,-4.035738222,-5.249294988
0.001301,3.856988225,-4.049622199,-9.776144768
0.0013015,-3.612187053,-4.005991211,-12.3036779
0.001302,-10.96015594,-3.919602982,-11.96098432
0.0013025,-18.08589039,-3.765593042,-12.06139767
0.001303,-24.88746722,-3.565886693,-12.5719355
0.0013035,-31.28297649,-3.336979293,-17.32603758
0.001304,-37.21297352,-3.066630427,-23.58136728
0.0013045,-42.62634619,-2.788225278,-29.68172353
0.001305,-47.5924053,-2.582325472,-37.16513064
0.0013055,-52.19429493,-2.392372559,-46.14690993
0.001306,-56.49418713,-2.262031998,-55.31897459
0.0013065,-60.59180558,-2.161783855,-62.75421671
0.001307,-64.53308078,-2.108741021,-70.26233301
0.0013075,-68.4228533,-2.09865985,-82.18966529
0.001308,-72.39984188,-2.220252063,-97.8241925
0.0013085,-76.67388778,-2.393280388,-112.8255433
0.001309,-81.34894752,-2.653165319,-125.9744632
0.0013095,-86.55889828,-2.987416374,-142.3287517
0.00131,-92.51675629,-3.475189921,-158.3328619
0.0013105,-99.4577652,-4.007826476,-171.8702261
0.001311,-107.4113129,-4.592991112,-180.2337379
0.0013115,-116.6573594,-5.706713833,-186.3911891
0.001312,-130.1958166,-8.908574642,-190.0449322
0.0013125,-148.754803,-10.78603931,-192.8549564
0.001313,-169.1004433,-10.9775137,-198.1711914
0.0013135,-188.6367976,-9.947911118,-201.0719211
0.001314,-205.2544576,-7.873561045,-201.4233918
0.0013145,-217.6577807,-5.626824555,-197.4245048
0.001315,-226.9654495,-4.576164456,-185.7327528
0.0013155,-234.8563172,-3.949968483,-176.1224352
0.001316,-241.4926817,-3.198379852,-164.5679255
0.0013165,-246.6044645,-2.28298465,-153.3471792
0.001317,-249.9042605,-1.276919383,-142.4641699
0.0013175,-251.236844,-0.139998984,-132.531148
0.001318,-250.3809482,1.068694859,-124.4897692
0.0013185,-247.2653178,2.298390786,-118.1254951
0.001319,-241.8724135,3.529759234,-112.4455095
0.0013195,-234.2126651,4.728304312,-109.5278855
0.00132,-221.6265428,10.23857079,-105.8741452
0.0013205,-196.5915946,16.18741223,-103.2647729
0.001321,-163.8923028,18.51696704,-103.2520367
0.0013215,-130.1249605,17.4412972,-103.5166596
0.001322,-100.6959921,14.00942703,-101.1255909
0.0013225,-78.85330405,9.623374699,-98.82697422
0.001323,-64.90408331,5.700409242,-96.25050892
0.0013235,-55.72878671,4.563526514,-94.45232471
0.001324,-47.83378458,3.962161087,-90.84770091
0.0013245,-41.04858453,3.366384843,-84.49715388
0.001325,-35.34138918,2.803165603,-74.53959283
0.0013255,-30.60757757,2.323961904,-64.66806469
0.001326,-26.70368382,1.894124231,-54.49241962
0.0013265,-23.52515752,1.561453444,-44.22438274
0.001327,-20.87576239,1.309665462,-32.82407053
0.0013275,-18.5937185,1.172474783,-23.27973142
0.001328,-16.50391819,1.089230727,-13.87021387
0.0013285,-14.49651081,1.09381635,-5.764775649
0.001329,-12.4284807,1.139627974,1.062166254
0.0013295,-10.2607879,1.211399685,7.224370718
0.00133,-7.894691396,1.34726455,12.99302039
0.0013305,-5.254287029,1.506923462,17.89076585
0.001331,-2.31638794,1.674205623,23.2400547
0.0013315,0.960114828,1.862051893,31.60345843
0.001332,4.587883726,2.070479448,41.91119047
0.0013325,8.716875392,2.399254783,52.59807638
0.001333,13.4905426,2.757470733,60.53995588
0.0013335,18.92308399,3.114774516,65.51391487
0.001334,25.04584541,3.495597393,71.44631989
0.0013345,31.84132964,3.838444065,79.24222254
0.001335,39.24506392,4.169575797,88.68082593
0.0013355,47.3002544,4.524408269,95.70579736
0.001336,56.017322,4.886020928,99.60522213
0.0013365,65.54652192,5.465619617,98.74394741
0.001337,76.33209232,6.094622964,96.39926581
0.0013375,87.49938732,5.831293853,95.48524486
0.001338,97.70206228,5.196587304,94.07582558
0.0013385,106.9180661,4.784165108,93.35679795
0.001339,115.44302,4.414870717,92.34888372
0.0013395,123.2290343,3.981140413,90.95876059
0.00134,130.1782907,3.519132491,87.13145035
0.0013405,136.1836799,2.948268943,81.39145799
0.001341,141.0084554,2.244384541,69.81254858
0.0013415,144.4329577,1.443620704,56.74439752
0.001342,146.3240363,0.569854905,42.39618825
0.0013425,146.4256332,-0.474218458,31.91451923
0.001343,144.5093122,-1.601416815,25.17300611
0.0013435,140.5053069,-2.727143094,21.39711229
0.001344,134.4268114,-3.82696996,20.89018697
0.0013445,126.3531703,-4.930018622,20.07881749
0.001345,113.2545545,-10.00759372,22.89948281
0.0013455,90.57115218,-13.87650185,27.86567584
0.001346,63.91124936,-14.49259673,32.57622723
0.0013465,38.59950629,-12.38717593,38.08963537
0.001347,19.04946859,-8.6031885,40.48173117
0.0013475,6.576875624,-5.295005718,39.75915873
0.001348,-2.471740136,-4.555161557,36.98606636
0.0013485,-10.34972919,-3.946680232,32.45161142
0.001349,-17.10108065,-3.345286284,26.59602584
0.0013495,-22.75653372,-2.765102358,23.27260084
0.00135,-27.34673319,-2.195883364,20.55217786
0.0013505,-30.88605497,-1.62454796,18.39597062
0.001351,-33.38305216,-1.077326896,14.4725364
0.0013515,-34.89567302,-0.562200956,7.134775696
0.001352,-35.49781051,-0.106097278,-0.585803835
0.0013525,-35.3904525,0.208791776,-11.06626878
0.001353,-34.78117547,0.434211536,-21.84871183
0.0013535,-33.81906934,0.577978593,-32.80384388
0.001354,-32.74745745,0.560219719,-38.16308186
0.0013545,-31.7829553,0.476367472,-39.65975095
0.001355,-30.98903354,0.379486021,-39.39670682
0.0013555,-30.37735924,0.282260386,-36.76345453
0.001356,-29.93133371,0.204357616,-35.13036651
0.0013565,-29.5992526,0.157512429,-32.73546724
0.001357,-29.3410432,0.123926095,-29.68171658
0.0013575,-29.11501272,0.128083608,-25.57642538
0.001358,-28.84792744,0.166749675,-18.76882042
0.0013585,-28.43799025,0.290991016,-10.51929748
0.001359,-27.73882746,0.471211851,-3.290656076
0.0013595,-26.65406586,0.705818422,-0.827262181
0.00136,-25.13014022,0.935062526,-1.564048888
0.0013605,-23.20714425,1.135154166,-2.868420964
0.001361,-20.95807836,1.286756254,-4.448405887
0.0013615,-18.466475,1.395517144,-6.77676415
0.001362,-15.81518441,1.466107539,-3.532187103
0.0013625,-13.03414582,1.540532644,3.9162932
0.001363,-10.06954594,1.671178993,12.33585936
0.0013635,-6.825611559,1.830295889,19.85150984
0.001364,-3.283109585,1.999609883,25.30718558
0.0013645,0.599526362,2.194939535,27.84793569
0.001365,4.843784053,2.389294658,29.71482807
0.0013655,9.4272986,2.55304223,31.0721739
0.001366,14.26819497,2.667548463,29.8288196
0.0013665,19.25919552,2.71417526,28.59244682
0.001367,24.28223397,2.698708763,26.20610892
0.0013675,29.23284984,2.614953854,19.55252123
0.001368,33.91004597,2.416785122,10.78669005
0.0013685,38.08110324,2.090165634,2.916215228
0.001369,41.55337265,1.653752334,0.104075098
0.0013695,44.17427525,1.158896038,-0.949403033
0.00137,45.86709312,0.664336176,-4.064304973
0.0013705,46.62253766,0.152139454,-7.211970072
0.001371,46.38943792,-0.395149551,-12.24886913
0.0013715,45.12475693,-0.973699521,-15.31030941
0.001372,42.79468182,-1.558617104,-18.34850955
0.0013725,39.39189122,-2.108477999,-20.58576272
0.001373,35.00346826,-2.614239163,-20.40921872
0.0013735,29.71103349,-3.088406682,-22.88901444
0.001374,23.57858282,-3.536011121,-28.72872656
0.0013745,16.65474879,-3.954132173,-34.94378159
0.001375,8.981658518,-4.327117821,-39.07430821
0.0013755,0.648078383,-4.664911616,-46.55049456
0.001376,-8.346291439,-5.119186813,-59.56479394
0.0013765,-18.81540748,-6.426002749,-72.49249105
0.001377,-32.77782385,-8.482843506,-81.68796372
0.0013775,-49.77264278,-9.673187839,-86.679871
0.001378,-67.80937881,-9.579815406,-91.10210413
0.0013785,-84.6814041,-8.389384647,-94.89265078
0.001379,-98.75778418,-6.719411529,-96.48747359
0.0013795,-109.6970752,-5.253281942,-100.8401546
0.00138,-118.8885978,-4.742455077,-105.6844135
0.0013805,-127.3463004,-4.389209734,-108.8628126
0.001381,-135.1326787,-4.015340889,-110.2835288
0.0013815,-142.1891286,-3.596346514,-111.7387821
0.001382,-148.4202582,-3.131014687,-113.9186833
0.0013825,-153.8045174,-2.683604302,-120.6557778
0.001383,-158.3692168,-2.249048725,-128.1699757
0.0013835,-162.1550052,-1.851745249,-133.8857933
0.001384,-165.2756378,-1.525779656,-139.8718158
0.0013845,-167.8319859,-1.241531394,-144.4204281
0.001385,-169.8721052,-0.963691865,-146.8154772
0.0013855,-171.3965807,-0.68640923,-148.502902
0.001386,-172.4281904,-0.430128527,-149.5130535
0.0013865,-172.9977463,-0.18637566,-151.6091275
0.001387,-173.140403,0.029094236,-153.1980242
0.0013875,-172.8967184,0.227730533,-152.5284354
0.001388,-172.2856392,0.430481123,-150.8436047
0.0013885,-171.3070546,0.629607271,-149.6154787
0.001389,-169.9667873,0.817482458,-147.2247873
0.0013895,-168.2745786,1.006645018,-143.9115051
0.00139,-166.2292612,1.198243523,-143.5541037
0.0013905,-163.8342391,1.389121819,-141.3069074
0.001391,-161.0974875,1.571819031,-138.5254115
0.0013915,-158.0294037,1.742787751,-134.0596035
0.001392,-154.6130459,1.940734093,-127.5737023
0.0013925,-150.8306783,2.144596386,-123.933814
0.001393,-146.6942645,2.328458708,-122.4477252
0.0013935,-142.2453787,2.475902697,-121.8933177
0.001394,-137.5552056,2.580007556,-121.6090849
0.0013945,-132.7158263,2.643099135,-118.0048901
0.001395,-127.7845725,2.676366705,-115.486952
0.0013955,-122.8058764,2.68747006,-114.1754998
0.001396,-117.8328208,2.674262367,-112.9473112
0.0013965,-112.9272084,2.624750407,-113.8846416
0.001397,-108.1599699,2.51854235,-115.337269
0.0013975,-103.6268129,2.360673811,-115.7058881
0.001398,-99.43828469,2.152629712,-115.9966819
0.0013985,-95.69377505,1.891643367,-116.2811956
0.001399,-92.48106775,1.580542592,-117.8635157
0.0013995,-89.87634051,1.227749714,-121.8174461
0.0014,-87.94416502,0.847281565,-123.7358841
0.0014005,-86.73216196,0.461968561,-120.9601535
0.001401,-86.20430935,0.114708886,-116.9117622
0.0014015,-86.28314623,-0.194889273,-111.974178
0.001402,-86.90352472,-0.460378471,-106.2804112
0.0014025,-87.92013696,-0.6241166,-102.1846383
0.001403,-89.18687883,-0.740809531,-95.14290424
0.0014035,-90.60764731,-0.771823393,-86.45370568
0.001404,-91.96568884,-0.679312157,-75.45628094
0.0014045,-93.04458266,-0.489069777,-65.32575293
0.001405,-93.71029352,-0.217506282,-52.47281114
0.0014055,-93.76556347,0.192585472,-38.34467388
0.001406,-92.89642641,0.745147262,-24.33700536
0.0014065,-90.89375537,1.447149877,-11.53049965
0.001407,-87.53452644,2.168807481,-0.201959572
0.0014075,-82.79126764,2.975631298,11.97223262
0.001408,-76.4842912,3.826798977,22.22128011
0.0014085,-68.61533454,4.670279866,26.35123354
0.001409,-58.18460152,7.417957867,26.39515711
0.0014095,-40.21447195,11.61759515,25.52467069
0.00141,-16.87091708,13.15053202,25.15785369
0.0014105,7.044924177,12.33537634,25.39897636
0.001411,27.83979906,9.955642423,26.91248798
0.0014115,43.56871309,6.996667776,24.73990099
0.001412,54.20348868,4.816279275,21.09852049
0.0014125,62.36120193,4.111569525,14.58961676
0.001413,69.38639901,3.464803295,9.5234353
0.0014135,75.12618167,2.719430188,5.519364633
0.001414,79.41849071,1.907377847,2.399587833
0.0014145,82.18109443,1.066387824,-1.18479283
0.001415,83.35596846,0.206736965,-1.502185055
0.0014155,82.9510179,-0.632566249,1.322049811
0.001416,81.05858823,-1.393975633,5.393958188
0.0014165,77.81139461,-2.09266929,9.202817611
0.001417,73.34028243,-2.731898491,13.18473429
0.0014175,67.79092246,-3.245481224,15.83261708
0.001418,61.40296445,-3.634598526,20.32050025
0.0014185,54.40090314,-3.910850685,28.46762203
0.001419,47.02375894,-4.025575351,37.96230383
0.0014195,39.62733069,-3.937019226,45.15821848
0.00142,32.53139314,-3.697649542,50.80765672
0.0014205,25.98118295,-3.353382947,53.22835302
0.001421,20.14779996,-2.934940841,55.81187528
0.0014215,15.14542914,-2.45951022,57.95646157
0.001422,11.05118529,-1.9580051,55.25432752
0.0014225,7.902808517,-1.444616874,49.17135765
0.001423,5.655455822,-0.996103047,42.35989968
0.0014235,4.182919164,-0.602508123,34.8706016
0.001424,3.347628758,-0.319084217,25.81195417
0.0014245,2.974230589,-0.089382094,18.21588607
0.001425,2.955366799,0.06155654,12.18931228
0.0014255,3.152128212,0.151093355,6.259676025
0.001426,3.466794915,0.181664462,0.031703013
0.0014265,3.771752169,0.142568995,-2.660986189
0.001427,3.972475403,0.074113037,-1.296429897
0.0014275,4.057602721,0.018473723,-0.617063636
0.001428,4.046290606,-0.03035109,-1.266230796
0.0014285,3.94174898,-0.082164588,-1.301988225
0.001429,3.744068342,-0.131058516,-1.893865137
0.0014295,3.45483992,-0.181332954,-2.462655297
0.00143,3.075171545,-0.229939041,-2.505972058
0.0014305,2.590495327,-0.295660365,-5.389117002
0.001431,1.977710483,-0.365722264,-6.036672621
0.0014315,1.239080421,-0.430680646,-5.979482286
0.001432,0.388777616,-0.487299301,-6.757558915
0.0014325,-0.560953216,-0.536728529,-7.799586506
0.001433,-1.606026021,-0.594188405,-9.701915761
0.0014335,-2.766736112,-0.663923155,-14.07168417
0.001434,-4.081525349,-0.757814606,-15.51840102
0.0014345,-5.566023181,-0.842404343,-15.62017259
0.001435,-7.194657597,-0.911566596,-14.18579666
0.0014355,-8.907856747,-0.932001933,-11.24470719
0.001436,-10.62457931,-0.916395845,-10.03180402
0.0014365,-12.29065703,-0.877570617,-8.609982194
0.001437,-13.85099342,-0.80366628,-7.205208152
0.0014375,-15.25138608,-0.704840761,-5.484558379
0.001438,-16.44665059,-0.584410557,-7.986233464
0.0014385,-17.42806674,-0.478246668,-11.67770916
0.001439,-18.2435356,-0.41100016,-15.8528886
0.0014395,-18.96885838,-0.374629424,-18.52176355
0.00144,-19.64700374,-0.360611886,-19.91856148
0.0014405,-20.30565433,-0.35157239,-22.62059229
0.001441,-20.96870853,-0.369957418,-26.70357812
0.0014415,-21.69196967,-0.412397258,-31.13795317
0.001442,-22.507141,-0.476748789,-36.24255206
0.0014425,-23.49821098,-0.599531965,-39.35553818
0.001443,-24.73298337,-0.734316901,-43.72469036
0.0014435,-26.22428967,-0.886750923,-53.62283152
0.001444,-28.11434693,-1.164418219,-64.62879224
0.0014445,-30.56684575,-1.493740318,-76.95864629
0.001445,-33.64384746,-1.852732918,-91.70200787
0.0014455,-37.55665869,-2.38347907,-107.2095184
0.001446,-42.53099541,-3.000517356,-119.6755749
0.0014465,-48.66631629,-3.644705675,-126.8244892
0.001447,-55.99955567,-4.259540792,-131.336499
0.0014475,-64.4955759,-4.915662468,-135.3838457
0.001448,-75.39829787,-7.372027472,-137.7680412
0.0014485,-91.5850665,-9.811875083,-140.1907622
0.001449,-110.6997298,-10.58317482,-143.8176282
0.0014495,-129.9094028,-9.947323315,-149.8439914
0.00145,-147.2229783,-8.694723152,-158.634197
0.0014505,-161.8293151,-7.0209684,-166.9578754
0.001451,-173.4738621,-5.613752487,-173.1699781
0.0014515,-183.1206406,-4.937928993,-177.9553703
0.001452,-192.0458451,-4.731873247,-182.5541694
0.0014525,-200.5269223,-4.425273283,-187.3869204
0.001453,-208.4337516,-4.106388654,-190.488459
0.0014535,-215.7240746,-3.762519189,-194.1582961
0.001454,-222.3558327,-3.399882296,-195.8940774
0.0014545,-228.2840179,-2.988162029,-198.4452751
0.001455,-233.4278549,-2.568313067,-202.4335888
0.0014555,-237.8106231,-2.184001099,-208.4688072
0.001456,-241.5002007,-1.798003098,-213.8127506
0.0014565,-244.485953,-1.426892352,-215.2618179
0.001457,-246.8034011,-1.081782132,-213.318124
0.0014575,-248.4782571,-0.718445987,-207.9834226
0.001458,-249.3968871,-0.260619262,-201.3359786
0.0014585,-249.4202694,0.238849819,-196.7526517
0.001459,-248.4988703,0.758023585,-193.4248578
0.0014595,-246.6121841,1.282263126,-190.6096669
0.00146,-243.7684872,1.782450045,-185.4788415
0.0014605,-240.0026725,2.283006204,-181.4207347
0.001461,-235.3080413,2.784537375,-175.2575077
0.0014615,-229.7210081,3.241981098,-165.7799761
0.001462,-223.2558302,3.746914746,-152.7679498
0.0014625,-215.7916614,4.348475464,-140.326911
0.001463,-207.1089603,5.085115921,-126.404544
0.0014635,-194.7419712,8.677853789,-109.0426604
0.001464,-174.6455223,12.6924412,-94.490264
0.0014645,-148.5878085,15.10459092,-85.94091093
0.001465,-120.0232623,15.21665464,-82.38283528
0.0014655,-93.28337703,13.408968,-79.36079581
0.001466,-71.14205417,10.34618455,-80.06667883
0.0014665,-55.38803503,6.654809256,-81.72200486
0.001467,-45.40233401,4.549218116,-81.9056582
0.0014675,-37.56199977,3.966076386,-80.81107926
0.001468,-30.76812601,3.36968736,-78.36098446
0.0014685,-25.09344818,2.755744548,-74.49171151
0.001469,-20.55981471,2.141833555,-68.53899019
0.0014695,-17.12352942,1.5713076,-64.74540421
0.00147,-14.71644659,1.04150805,-63.42004277
0.0014705,-13.27640081,0.5149774,-63.43040059
0.001471,-12.79590861,0.008639372,-61.30152511
0.0014715,-13.22671197,-0.464575407,-56.64370049
0.001472,-14.45871767,-0.85115596,-50.33203793
0.0014725,-16.33639493,-1.162812006,-42.60667089
0.001473,-18.68370659,-1.353754194,-36.68251435
0.0014735,-21.30857934,-1.466662568,-27.73096263
0.001474,-24.01968771,-1.437973363,-15.52759196
0.0014745,-26.56200126,-1.29469488,-1.722607871
0.001475,-28.69514106,-0.965925621,13.31518335
0.0014755,-30.05212761,-0.483935939,23.38218308
0.001476,-30.41856025,0.098991085,29.63192024
0.0014765,-29.67974552,0.6991814,33.46859255
0.001477,-27.8155159,1.315266882,37.15572275
0.0014775,-24.81845542,1.91362867,38.73610651
0.001478,-20.74723582,2.474547245,41.66472675
0.0014785,-15.66754492,3.017765362,47.53516386
0.001479,-9.597828454,3.527742418,54.60113677
0.0014795,-2.586053683,4.046472781,60.79863312
0.00148,5.388597053,4.559250544,63.47064374
0.0014805,14.29866416,5.128129504,63.87414416
0.001481,24.92278238,6.452310075,66.45636056
0.0014815,38.02324138,7.524060639,70.53421862
0.001482,52.27391595,7.707925767,73.75846743
0.0014825,66.08113781,7.063287534,74.18711772
0.001483,77.95741567,5.734931787,69.2204981
0.0014835,87.56909666,4.835708842,62.39750573
0.001484,96.05507009,4.325849679,58.91841815
0.0014845,103.5411132,3.743225184,54.02940486
0.001485,109.8582209,3.066482723,49.83286385
0.0014855,114.8695416,2.340534132,47.45769695
0.001486,118.5065863,1.581437715,43.18074913
0.0014865,120.6854171,0.768233338,39.53335979
0.001487,121.3333242,-0.076586219,38.21609713
0.0014875,120.4210156,-0.906939912,38.90526753
0.001488,118.022975,-1.680909529,44.31363294
0.0014885,114.2721657,-2.352631968,47.29000899
0.001489,109.3622542,-2.914173306,50.86472087
0.0014895,103.5115636,-3.38853352,54.25719162
0.00149,96.88534714,-3.755545731,58.63256866
0.0014905,89.70084147,-3.985362718,62.99151577
0.001491,82.19631412,-4.085807124,65.24652193
0.0014915,74.61139826,-4.090173699,65.96247277
0.001492,67.09808336,-4.013636376,62.84631493
0.0014925,59.77540494,-3.882504794,60.31625046
0.001493,52.73865102,-3.710243486,59.07733734
0.0014935,46.06028714,-3.492421025,59.7298248
0.001494,39.8508091,-3.201354424,62.67004188
0.0014945,34.26067193,-2.831353914,66.23348792
0.001495,29.41944721,-2.390860431,68.9711255
0.0014955,25.43297499,-1.899488878,68.84703412
0.001496,22.38125622,-1.388502733,67.11224895
0.0014965,20.26765202,-0.887864782,68.12530589
0.001497,19.10617006,-0.374634204,72.05847973
0.0014975,18.92639616,0.166639451,75.31381569
0.001498,19.75122695,0.728587774,77.21603371
0.0014985,21.59686991,1.2810235,77.23756264
0.001499,24.43031486,1.783789451,79.17358362
0.0014995,28.15863823,2.252205657,83.41393629
0.0015,32.76410059,2.710341436,90.48386753
0.0015005,38.22207928,3.164614688,95.04895563
0.001501,44.49808417,3.603844712,97.39235369
0.0015015,51.54501315,3.999167666,99.53516018
0.001502,59.26639903,4.329687184,102.1898205
0.0015025,67.55426513,4.60603713,103.3514121
0.001503,76.28617036,4.814338432,102.3789009
0.0015035,85.31027453,4.9137789,102.7739126
0.001504,94.39886336,4.887840038,104.0088146
0.0015045,103.3339061,4.748139087,103.7242022
0.001505,111.9398785,4.525796837,105.8982404
0.0015055,120.0875013,4.2687294,110.3682426
0.001506,127.7273126,3.986770578,114.5381184
0.0015065,134.8159036,3.667952805,118.0554421
0.001507,141.3025507,3.320792375,121.1859488
0.0015075,147.1389392,2.974134533,121.7648391
0.001508,152.3249699,2.613865133,120.1126035
0.0015085,156.7474419,2.165092245,114.1166833
0.001509,160.2603047,1.61497937,108.2634239
0.0015095,162.7177029,1.022698469,100.6838641
0.00151,164.0325475,0.382460664,95.77847356
0.0015105,164.0863227,-0.330191403,91.00880382
0.001511,162.8036428,-1.059108327,85.49388456
0.0015115,160.1567523,-1.790920798,78.75015454
0.001512,156.1767332,-2.513644877,72.38840788
0.0015125,150.8253238,-3.264378438,67.98281178
0.001513,144.1039054,-3.984089484,60.10082178
0.0015135,136.0442165,-4.722981052,54.57881609
0.001514,125.7262953,-7.130498623,50.22477093
0.0015145,108.8790831,-10.72659169,43.3240451
0.001515,87.01649386,-12.46074024,35.2425652
0.0015155,63.74645975,-12.5382689,30.51505345
0.001516,41.48503913,-11.27773364,24.55548704
0.0015165,22.42334947,-9.268716296,17.06311627
0.001517,7.310469587,-6.974525618,12.47526523
0.0015175,-3.873795892,-5.263851476,9.220692592
0.001518,-13.01754818,-4.695901381,4.724470681
0.0015185,-21.3811614,-4.340762377,0.26309508
0.001519,-29.04275662,-3.916153044,-4.993985176
0.0015195,-35.91533497,-3.504952574,-7.168567196
0.00152,-42.01072263,-3.072505227,-5.988858453
0.0015205,-47.25663049,-2.586443148,-3.128232346
0.001521,-51.55249061,-2.03564103,1.298839767
0.0015215,-54.75306791,-1.403099362,8.906126065
0.001522,-56.69320877,-0.68249577,15.64807616
0.0015225,-57.26695193,0.062872763,19.17677911
0.001523,-56.46575293,0.808098902,23.56740763
0.0015235,-54.23144527,1.607763341,31.19733665
0.001524,-50.51199226,2.407145239,36.35376216
0.0015245,-45.33778643,3.182264811,39.57783073
0.001525,-38.74005777,3.934723959,42.79534569
0.0015255,-30.78726206,4.654736661,44.91201805
0.001526,-21.18525805,6.213689838,45.05021078
0.0015265,-6.771429571,9.150944033,47.99517869
0.001527,11.9198559,10.83664149,55.71475399
0.0015275,32.338109,10.87019607,63.13854837
0.001528,51.52327208,9.796001674,66.60789046
0.0015285,68.1456387,8.021603038,65.74819553
0.001529,80.89744911,5.785460054,65.01796475
0.0015295,90.37673905,4.667304784,66.70344001
0.00153,98.61213019,4.23259409,69.32949608
0.0015305,106.0166134,3.760840471,71.14356632
0.001531,112.5187589,3.253119993,70.53624606
0.0015315,118.029192,2.690982919,67.55137446
0.001532,122.4480978,2.08021406,66.29441587
0.0015325,125.7011038,1.433450598,66.33505912
0.001533,127.7419451,0.76685278,64.14442505
0.0015335,128.5524644,0.100103916,64.736691
0.001534,128.143048,-0.543252182,67.62523126
0.0015345,126.6052358,-1.116532342,72.20641333
0.001535,124.0632587,-1.621891468,72.97434053
0.0015355,120.6137291,-2.081416767,69.69877113
0.001536,116.3456236,-2.505502406,65.80074073
0.0015365,111.3402827,-2.892849514,64.02250209
0.001537,105.6714109,-3.230466183,66.48094495
0.0015375,99.43166971,-3.491467948,70.46348679
0.001538,92.7951975,-3.658828423,72.82563649
0.0015385,85.9384163,-3.732810081,72.90290612
0.001539,79.02970239,-3.716085231,74.09637003
0.0015395,72.22958853,-3.61361431,74.23055867
0.00154,65.69076395,-3.432645893,76.68006141
0.0015405,59.54538032,-3.189534599,79.45918569
0.001541,53.91054556,-2.881706402,84.93154275
0.0015415,48.96420246,-2.465741811,91.31046474
0.001542,44.88084228,-1.936077006,96.10118383
0.0015425,41.82656637,-1.329226851,98.40394521
0.001543,39.93133026,-0.713259214,99.14197651
0.0015435,39.1815134,-0.10106479,100.0133698
0.001544,39.56867945,0.511718355,100.2950867
0.0015445,41.06711571,1.107755676,98.74159609
0.001545,43.62651055,1.651209647,96.29581706
0.0015455,47.13725134,2.124267153,92.63064625
0.001546,51.4040758,2.469461506,84.89497993
0.0015465,56.21306948,2.703556817,77.1584587
0.001547,61.35088853,2.811931355,67.69144558
0.0015475,66.52849089,2.76132722,55.42941368
0.001548,71.44024649,2.501287232,39.58375102
0.0015485,75.68560531,2.056950107,20.48664409
0.001549,78.87540974,1.344789797,-0.114499079
0.0015495,80.57552106,0.467900639,-18.93307076
0.00155,80.47718019,-0.594781455,-31.64380586
0.0015505,78.35840667,-1.699480457,-42.43832383
0.001551,74.14083088,-2.826477499,-51.18854245
0.0015515,67.84104475,-3.963253281,-57.47038116
0.001552,59.32855128,-5.587734354,-62.15033952
0.0015525,42.39694435,-12.74837304,-66.5867728
0.001553,13.89501317,-17.3993123,-71.78100732
0.0015535,-20.04704195,-18.70382538,-72.51793079
0.001554,-53.44215762,-16.87456218,-69.23405029
0.0015545,-81.0943685,-12.77379156,-69.16056795
0.001555,-100.2880584,-7.907070915,-71.8269493
0.0015555,-111.5435156,-4.821106486,-75.3453499
0.001556,-119.7936198,-4.174994948,-79.83376672
0.0015565,-126.994915,-3.601902709,-83.10577089
0.001557,-133.1239281,-3.013257818,-85.57987516
