time,V_C,I_L,V_IN
0.002275,-196.8330046,-0.915382127,-177.0292572
0.0022755,-198.3159855,-0.681499251,-171.8175096
0.002276,-199.3171949,-0.393365884,-167.2448132
0.0022765,-199.7411386,-0.05397654,-161.7267983
0.002277,-199.4912272,0.325387624,-156.481831
0.0022775,-198.5128376,0.739478076,-151.7129478
0.002278,-196.7388198,1.174463894,-147.7247324
0.0022785,-194.1558569,1.620857974,-145.3598407
0.002279,-190.7631678,2.049103348,-143.046948
0.0022795,-186.6070336,2.423707081,-140.3164476
0.00228,-181.7800465,2.77547036,-136.7231154
0.0022805,-176.321981,3.10574503,-132.1968147
0.002281,-170.2578108,3.448671851,-125.4333618
0.0022815,-163.5515999,3.813435736,-117.2222135
0.002282,-156.1510223,4.172262203,-110.783417
0.0022825,-148.0679345,4.580817895,-104.0293254
0.002283,-139.068155,5.187517533,-99.36997269
0.0022835,-128.6610722,6.051541641,-93.88781825
0.002284,-116.7320811,6.749323037,-88.13318644
0.0022845,-103.9653591,6.894196751,-86.29682711
0.002285,-91.67421539,6.273327161,-85.27163765
0.0022855,-80.92650971,5.35072799,-85.26741713
0.002286,-71.59146814,4.792196157,-85.89083508
0.0022865,-63.05587268,4.42588116,-83.92395898
0.002287,-55.23205384,4.018006005,-82.89951917
0.0022875,-48.20411413,3.564155638,-83.52799454
0.002288,-42.06236328,3.060642802,-83.5104368
0.0022885,-36.88986911,2.521446569,-81.68648521
0.002289,-32.71698073,1.984304656,-79.01896003
0.0022895,-29.54134362,1.44819987,-73.69658707
0.00229,-27.31260971,0.966193757,-68.22346825
0.0022905,-25.94170115,0.527234934,-67.65907015
0.002291,-25.37733201,0.089813321,-69.28910492
0.0022915,-25.61539389,-0.35806266,-71.49295772
0.002292,-26.68615201,-0.801239632,-73.71032311
0.0022925,-28.57579495,-1.238282285,-79.03704344
0.002293,-31.27726949,-1.675309336,-78.9801439
0.0022935,-34.76642325,-2.088987682,-76.08337178
0.002294,-38.96188953,-2.425037753,-71.99226987
0.0022945,-43.68650566,-2.664366711,-64.33791797
0.002295,-48.75005623,-2.767166476,-51.53995214
0.0022955,-53.81391443,-2.6791372,-36.79545661
0.002296,-58.52561302,-2.36911522,-21.45867608
0.0022965,-62.49137824,-1.900697288,-7.482630386
0.002297,-65.49075893,-1.309302053,4.105099648
0.0022975,-67.23356227,-0.559752243,12.56675606
0.002298,-67.51569076,0.260755287,17.48128786
0.0022985,-66.26484292,1.090924951,19.07541258
0.002299,-63.50163904,1.89451886,17.1874413
0.0022995,-59.31863489,2.607928252,13.74758034
0.0023,-53.88655611,3.235229604,7.312331321
0.0023005,-47.41908116,3.729048527,1.274032358
0.002301,-40.18598789,4.061808802,-3.831523548
0.0023015,-32.46182373,4.251451833,-8.200383075
0.002302,-24.50083263,4.316256957,-11.27630182
0.0023025,-16.53032386,4.284383405,-7.064846979
0.002303,-8.675743676,4.202414129,0.255953122
0.0023035,-0.998315079,4.08321484,4.79267675
0.002304,6.443768959,3.937259552,8.210289544
0.0023045,13.59483054,3.775097771,9.431238945
0.002305,20.41255126,3.573234393,7.328028628
0.0023055,26.75984304,3.275814531,2.449748798
0.002306,32.46746946,2.873370914,-1.900229535
0.0023065,37.37240188,2.406916845,-6.305604345
0.002307,41.3422703,1.872331662,-7.879440309
0.0023075,44.30576385,1.316656919,-5.934292738
0.002308,46.25604016,0.795584207,-1.364354028
0.0023085,47.25553469,0.296819729,1.756571752
0.002309,47.35660587,-0.177535055,5.32736252
0.0023095,46.65098111,-0.574994683,9.656867841
0.00231,45.26159767,-0.917146007,12.25818953
0.0023105,43.2765923,-1.215639966,13.46950602
0.002311,40.80787697,-1.440309492,17.4933333
0.0023115,37.97201341,-1.613377489,22.47073485
0.002312,34.8693326,-1.72491676,27.62001425
0.0023125,31.65260128,-1.74476901,29.8798706
0.002313,28.46040306,-1.688267176,28.44810989
0.0023135,25.39873949,-1.61318844,25.22489584
0.002314,22.4627094,-1.560703376,21.21314477
0.0023145,19.61479285,-1.514149649,15.39251509
0.002315,16.82125279,-1.514238345,8.852872636
0.0023155,13.98894591,-1.551535505,-0.900192367
0.002316,11.00897722,-1.680973185,-12.07347913
0.0023165,7.73724552,-1.852738292,-20.47911829
0.002317,4.116582787,-2.061632245,-26.24122628
0.0023175,0.089782499,-2.296566414,-32.11461921
0.002318,-4.37222033,-2.516609244,-39.83974628
0.0023185,-9.28469216,-2.799903548,-49.09893949
0.002319,-14.75682245,-3.112270759,-57.7451085
0.0023195,-20.81990497,-3.436354322,-63.24817876
0.00232,-27.46738329,-3.737870154,-65.68995387
0.0023205,-34.61880542,-3.973415715,-68.62665567
0.002321,-42.16710716,-4.169387276,-73.27292331
0.0023215,-50.04071212,-4.327846877,-77.34961978
0.002322,-58.14516783,-4.420894522,-82.2935782
0.0023225,-66.41725984,-4.508287983,-86.88605668
0.002323,-74.81088324,-4.543948757,-87.47275894
0.0023235,-83.19152717,-4.489302639,-85.07774164
0.002324,-91.36544795,-4.327000596,-82.51650965
0.0023245,-99.14614722,-4.059138879,-82.30770731
0.002325,-106.3608822,-3.719884682,-81.32587617
0.0023255,-112.888082,-3.316953933,-77.96507843
0.002326,-118.5800897,-2.820382324,-74.19024968
0.0023265,-123.2933739,-2.258676824,-67.26889229
0.002327,-126.8903609,-1.599411492,-56.74179751
0.0023275,-129.1455898,-0.82081584,-43.15715551
0.002328,-129.8115851,0.127805064,-29.47310221
0.0023285,-128.6509693,1.119863684,-15.42580323
0.002329,-125.5932191,2.197453607,0.185833953
0.0023295,-120.4121739,3.423893768,14.97571361
0.00233,-112.882559,4.718747638,26.57784831
0.0023305,-99.25828774,11.5868782,35.3810587
0.002331,-70.54225575,18.65720936,42.35274364
0.0023315,-32.56114497,21.71269805,45.51785553
0.002332,7.561729025,21.04870076,47.65579241
0.0023325,43.60439265,17.51099927,50.26253978
0.002333,71.50037947,12.45205474,49.09696607
0.0023335,89.46692827,7.049176877,50.50913179
0.002334,99.58190226,4.703166784,54.28557385
0.0023345,107.6516384,4.015904139,57.15271084
0.002335,114.4570242,3.336753898,60.2142747
0.0023355,119.988057,2.629489319,63.46767513
0.002336,124.2393926,1.969366324,68.99432861
0.0023365,127.3209386,1.365345207,75.27504751
0.002337,129.3166624,0.794423755,78.2070662
0.0023375,130.2698706,0.241305216,80.72740546
0.002338,130.24122,-0.265646195,82.38724374
0.0023385,129.3132565,-0.727982534,83.0654043
0.002339,127.5579521,-1.162278017,82.69152391
0.0023395,125.04146,-1.547246964,85.73042461
0.00234,121.8616963,-1.876260212,90.51003326
0.0023405,118.1382895,-2.12479478,92.43138509
0.002341,114.0213091,-2.312865678,90.28327969
0.0023415,109.5976613,-2.471477364,86.74004478
0.002342,104.8878132,-2.611689965,84.06890277
0.0023425,99.94614191,-2.718464741,82.70985553
0.002343,94.85602567,-2.771185599,84.2282125
0.0023435,89.71902186,-2.765817049,87.85979272
0.002344,84.68015934,-2.662931756,93.08821093
0.0023445,79.92416096,-2.463143585,97.51342865
0.002345,75.60167316,-2.192349258,98.01132092
0.0023455,71.82129223,-1.877486905,97.40317192
0.002346,68.64823117,-1.544377299,98.42842074
0.0023465,66.11097055,-1.190679882,99.48490896
0.002347,64.25171952,-0.815678125,100.7144382
0.0023475,63.10029598,-0.427753566,100.2901371
0.002348,62.66759945,-0.040764902,97.05809867
0.0023485,62.9184186,0.300416794,93.17045214
0.002349,63.74704705,0.588514835,89.56259642
0.0023495,65.05432347,0.809134664,84.66748326
0.00235,66.7051709,0.963085764,78.7004029
0.0023505,68.554477,1.017680122,71.70112176
0.002351,70.43303004,1.002757989,66.98311723
0.0023515,72.22478313,0.921488198,63.29707557
0.002352,73.81915352,0.797038465,63.45443629
0.0023525,75.16511486,0.657713777,67.0813844
0.002353,76.28260357,0.553178493,69.90499194
0.0023535,77.22836421,0.46937537,68.74064848
0.002354,78.00250604,0.362220507,61.80080666
0.0023545,78.5060991,0.162091779,50.70810379
0.002355,78.54671355,-0.126812817,38.07519245
0.0023555,77.95482188,-0.533715145,29.22123225
0.002356,76.53674958,-0.996593524,22.57749362
0.0023565,74.25090047,-1.484868278,16.41459264
0.002357,70.96298868,-2.062460016,6.007915924
0.0023575,66.54731337,-2.715382562,-6.07248041
0.002358,60.93452989,-3.354956744,-15.05324872
0.0023585,54.13453043,-3.998409482,-21.7533478
0.002359,46.12923522,-4.642462468,-27.26577863
0.0023595,36.64803135,-6.019750474,-29.9048079
0.00236,22.56869445,-9.005418805,-28.4917299
0.0023605,4.506619505,-10.15810764,-26.73404567
0.002361,-13.85241795,-9.395249926,-24.94550996
0.0023615,-29.57209597,-7.478747853,-21.56749418
0.002362,-41.29407559,-5.315533275,-14.65015239
0.0023625,-50.25970459,-4.531922129,-11.39022069
0.002363,-58.11263949,-3.936171579,-8.220354945
0.0023635,-64.78961237,-3.264086565,-5.044123806
0.002364,-70.16680898,-2.53081168,-1.525522826
0.0023645,-74.14552561,-1.764329057,0.412710769
0.002365,-76.67422069,-0.965090268,2.032267588
0.0023655,-77.69911529,-0.136884138,6.518077903
0.002366,-77.11192702,0.779633628,17.53562388
0.0023665,-74.81385344,1.710801505,29.67945443
0.002367,-70.76430425,2.684042771,38.40548564
0.0023675,-64.8641039,3.682519866,44.18102732
0.002368,-57.10376945,4.693616349,46.81923895
0.0023685,-45.87455626,8.563776677,44.74903161
0.002369,-25.53595793,12.9312063,41.55586129
0.0023695,0.031245358,14.14949284,39.2545834
0.00237,25.26691355,12.77898482,35.36958679
0.0023705,46.14835682,9.559566705,33.62803439
0.002371,60.45505227,6.047109881,33.08473616
0.0023715,69.89418315,4.459896398,31.09939509
0.002372,77.61157667,3.887687136,29.42679453
0.0023725,84.21896885,3.243799515,31.44462066
0.002373,89.61769161,2.584574445,35.32355473
0.0023735,93.79481519,1.927869765,38.73236813
0.002374,96.77926615,1.298695768,41.02024407
0.0023745,98.62028613,0.69836379,42.54183022
0.002375,99.37408018,0.114864934,41.48994317
0.0023755,99.04805365,-0.465900502,36.87341752
0.002376,97.63664378,-1.051619161,35.9503684
0.0023765,95.15694709,-1.624718977,36.51242323
0.002377,91.65467102,-2.144410475,37.67099991
0.0023775,87.24438086,-2.597441547,38.15699854
0.002378,82.04724434,-3.002595136,36.73518079
0.0023785,76.15164033,-3.370131734,33.71848621
0.002379,69.61325357,-3.700264858,28.77837469
0.0023795,62.50440579,-3.966849055,27.61062767
0.00238,54.94466059,-4.182277933,24.49783438
0.0023805,47.01878835,-4.369127492,18.72003707
0.002381,38.80738976,-4.495648853,12.91984115
0.0023815,30.4129897,-4.56452446,10.30063442
0.002382,21.93065203,-4.592889173,8.000374404
0.0023825,13.451962,-4.558479783,4.111851635
0.002383,5.092594046,-4.45252338,3.102905755
0.0023835,-3.009062432,-4.279725665,4.631842831
0.002384,-10.7221518,-4.026647193,7.776241846
0.0023845,-17.81863467,-3.629906096,13.46068998
0.002385,-24.05297878,-3.083937852,24.73248389
0.0023855,-29.20634503,-2.458966165,39.62176069
0.002386,-33.11774779,-1.727920138,52.76696117
0.0023865,-35.44859385,-0.765338106,67.01205826
0.002387,-35.89012138,0.29642293,80.78284684
0.0023875,-34.3270695,1.410277148,92.52689477
0.002388,-30.61969427,2.599846649,98.82553114
0.0023885,-24.67507466,3.818614213,102.1075291
0.002389,-16.46209365,5.205158771,103.0842727
0.0023895,-0.903090457,11.98128011,105.26025
0.00239,26.20799605,16.69432358,108.0902334
0.0023905,58.76493996,17.88255501,106.2112441
0.002391,90.46036529,15.87675169,103.5653685
0.0023915,116.3579178,11.9165192,102.9455511
0.002392,134.1821161,7.350783282,102.435676
0.0023925,144.783839,4.787741741,103.0575113
0.002393,153.0575416,4.154007405,104.3211177
0.0023935,160.1278651,3.480282107,105.5963026
0.002394,165.9356106,2.786874756,105.1036872
0.0023945,170.429411,2.056131998,100.8937129
0.002395,173.4970875,1.25446468,94.21126333
0.0023955,175.0228794,0.383720554,88.8822992
0.002396,174.9255159,-0.49369321,84.14911779
0.0023965,173.209189,-1.364555035,79.13406564
0.002397,169.845845,-2.265373628,73.30038961
0.0023975,164.8253931,-3.152019402,67.61761601
0.002398,158.1808546,-4.025392852,64.19769657
0.0023985,149.9287186,-4.90205636,60.0315101
0.002399,137.997332,-8.553809561,53.60330441
0.0023995,118.269246,-12.42685093,48.54717639
0.0024,93.34171499,-14.05550151,43.90546757
0.0024005,67.75326937,-13.26089605,40.50278215
0.002401,44.8772071,-11.22556805,40.67565086
0.0024015,26.84686746,-8.138941664,41.52077496
0.002402,14.61616098,-5.427270976,41.98670586
0.0024025,5.391583568,-4.640321176,39.76820702
0.002403,-2.689772538,-4.082236623,36.94038971
0.0024035,-9.721682519,-3.512036871,34.62846458
0.002404,-15.68659378,-2.92736276,29.66603432
0.0024045,-20.5891318,-2.368555597,24.93642922
0.002405,-24.4841272,-1.840595626,21.06443177
0.0024055,-27.41417927,-1.330389705,18.31065392
0.002406,-29.40561353,-0.825993929,18.17846157
0.0024065,-30.47067179,-0.322227749,19.96141763
0.002407,-30.59821063,0.184896367,24.06879178
0.0024075,-29.76305081,0.709461508,26.23851154
0.002408,-27.95329912,1.245037158,27.8015389
0.0024085,-25.17116853,1.763437815,28.67179871
0.002409,-21.463515,2.232453556,27.62317231
0.0024095,-16.93367926,2.650611876,29.25627504
0.00241,-11.68193919,3.011761596,35.75821379
0.0024105,-5.792956991,3.353342905,42.55441138
0.002411,0.770932773,3.736201729,49.25784941
0.0024115,8.029717427,4.097020147,54.81343665
0.002412,15.92002747,4.417884612,56.90981566
0.0024125,24.33081113,4.651402622,53.93930571
0.002413,33.08397445,4.778861367,48.00278982
0.0024135,41.8961889,4.71096868,40.33828281
0.002414,50.41694264,4.459584499,36.28669831
0.0024145,58.37049154,4.101971354,33.03275056
0.002415,65.56930604,3.664690593,29.76552606
0.0024155,71.89132896,3.15686267,27.85738707
0.002416,77.21115709,2.587144737,23.79197346
0.0024165,81.40636057,1.935068319,18.07089979
0.002417,84.34419164,1.211504455,13.36195173
0.0024175,85.89529762,0.457188001,11.65809721
0.002418,86.04242536,-0.294461898,11.80559317
0.0024185,84.81426497,-1.025778864,12.67228313
0.002419,82.26993971,-1.715795292,13.84967003
0.0024195,78.5044906,-2.339183694,15.76086284
0.00242,73.66439469,-2.868752452,17.38677914
0.0024205,67.91506119,-3.323647969,16.7002382
0.002421,61.3858122,-3.723606058,15.03315595
0.0024215,54.16722914,-4.074138427,11.37623017
0.002422,46.35788121,-4.350352605,7.547429388
0.0024225,38.0791033,-4.576987669,4.619802766
0.002423,29.43492863,-4.745221484,7.042554645
0.0024235,20.60699564,-4.768659074,9.517239791
0.002424,11.83860977,-4.67920601,8.616102668
0.0024245,3.303898838,-4.521495965,7.100931868
0.002425,-4.863740971,-4.295639386,7.655857894
0.0024255,-12.54312907,-3.981612809,11.47990291
0.002426,-19.55891228,-3.586861919,13.48221986
0.0024265,-25.76404537,-3.117563574,12.02271693
0.002427,-31.05160103,-2.591921773,10.86335461
0.0024275,-35.35460522,-2.040399115,7.139220972
0.002428,-38.64606689,-1.505727954,2.177236313
0.0024285,-40.99272397,-1.039725649,-2.888455414
0.002429,-42.54035722,-0.639942664,-7.136336322
0.0024295,-43.38575532,-0.280431448,-9.736558892
0.00243,-43.5846853,0.062596405,-13.13542344
0.0024305,-43.16916572,0.376223359,-16.90198832
0.002431,-42.23757544,0.622368005,-20.14075902
0.0024315,-40.89816954,0.815681148,-22.47018145
0.002432,-39.24151916,0.966180606,-23.84948729
0.0024325,-37.3346083,1.084807791,-23.51565986
0.002433,-35.21880069,1.198952471,-20.94314395
0.0024335,-32.90654294,1.299711187,-17.15116743
0.002434,-30.38776629,1.419791638,-13.51484458
0.0024345,-27.65958516,1.535591888,-13.31918534
0.002435,-24.74694583,1.614724711,-13.50576618
0.0024355,-21.70419878,1.653934001,-12.19477937
0.002436,-18.60919097,1.678573381,-9.634720324
0.0024365,-15.47145671,1.703638695,-8.796643696
0.002437,-12.31859757,1.701376153,-10.035403
0.0024375,-9.210727983,1.654243756,-12.27080644
0.002438,-6.223359657,1.5606361,-12.75907984
0.0024385,-3.444439838,1.434275984,-10.93677368
0.002439,-0.910850812,1.302334882,-9.152537602
0.0024395,1.393474201,1.186680161,-5.836362498
0.00244,3.48351474,1.071135142,-2.313984887
0.0024405,5.362938311,0.96320104,0.422333657
0.002441,7.070167343,0.882710882,2.677439781
0.0024415,8.63501093,0.808027495,6.210160682
0.002442,10.08843944,0.771387547,11.47389811
0.0024425,11.51348577,0.778948299,20.33445092
0.002443,13.03098352,0.870175924,27.50511412
0.0024435,14.74863615,0.98681815,33.89470859
0.002444,16.71563869,1.144143382,37.92063489
0.0024445,18.99064631,1.309437444,39.13073537
0.002445,21.55133322,1.454048132,39.5882345
0.0024455,24.37150279,1.589103716,41.61120153
0.002446,27.4207738,1.703894119,49.11058791
0.0024465,30.68477758,1.829238666,55.77232781
0.002447,34.21788776,1.982910523,58.94355751
0.0024475,38.04870136,2.150998451,60.25911408
0.002448,42.16806275,2.294090207,56.89326219
0.0024485,46.48076425,2.351553837,52.49051762
0.002449,50.81677318,2.320748323,48.83879724
0.0024495,55.03469163,2.221390076,47.60402263
0.00245,59.02008162,2.07011885,48.42123866
0.0024505,62.68546508,1.880497744,48.23743694
0.002451,65.97352061,1.666247937,46.85871296
0.0024515,68.8208983,1.400786621,43.17354349
0.002452,71.1299851,1.084934629,37.24056688
0.0024525,72.78757707,0.690532866,31.33817129
0.002453,73.65718242,0.241200736,23.40531592
0.0024535,73.61123812,-0.307123408,14.43933219
0.002454,72.50570584,-0.881446448,4.686867282
0.0024545,70.30672278,-1.503438,-2.131326007
0.002455,66.91533434,-2.16413848,-4.704042343
0.0024555,62.31148919,-2.798770425,-9.669647565
0.002456,56.57767159,-3.402118755,-18.41834981
0.0024565,49.72175654,-4.008913962,-27.01908631
0.002457,41.67474784,-4.684375612,-34.19353191
0.0024575,31.88240209,-6.413387026,-39.97069862
0.002458,16.60344575,-9.821849692,-45.65182901
0.0024585,-3.491397023,-11.58500087,-50.74106852
0.002459,-25.32431732,-11.73329984,-53.64386929
0.0024595,-45.95847132,-10.31272854,-54.58308323
0.00246,-62.94999791,-7.973842004,-58.81159235
0.0024605,-75.52010115,-5.677327725,-63.75788765
0.002461,-85.04410428,-4.833189955,-67.91539493
0.0024615,-93.60450047,-4.407861837,-71.99789124
0.002462,-101.3800544,-3.985512901,-72.36722684
0.0024625,-108.3416179,-3.526157976,-72.77924233
0.002463,-114.4159927,-3.025777457,-72.85674815
0.0024635,-119.521955,-2.483399833,-71.73501607
0.002464,-123.5915645,-1.908498147,-72.32263602
0.0024645,-126.584167,-1.32523204,-76.77307715
0.002465,-128.5169291,-0.763176623,-81.4501331
0.0024655,-129.4504176,-0.244377319,-83.32415654
0.002466,-129.4621472,0.221876454,-85.13743977
0.0024665,-128.6460396,0.639202463,-87.66818237
0.002467,-127.0971588,1.022152593,-88.07969634
0.0024675,-124.8667992,1.371578349,-88.46857641
0.002468,-122.0372868,1.67917705,-89.47540712
0.0024685,-118.6845512,1.944008516,-89.40838633
0.002469,-114.8731712,2.172850174,-85.95153206
0.0024695,-110.6713394,2.370871032,-76.80201426
0.00247,-106.1050818,2.576259713,-65.02385286
0.0024705,-101.0186007,2.894675666,-52.02013186
0.002471,-95.26294001,3.328784966,-41.57063853
0.0024715,-88.71427096,3.765004227,-34.68834208
0.002472,-81.3937414,4.14975656,-28.90639012
0.0024725,-73.35159249,4.531018665,-24.10348244
0.002473,-64.61316422,4.901362004,-22.10389163
0.0024735,-55.04361644,5.499647525,-20.94932304
0.002474,-44.15198381,6.180924589,-18.91875857
0.0024745,-32.5018416,6.320931568,-15.86334955
0.002475,-21.15428663,5.831642856,-11.77888156
0.0024755,-10.95379991,5.240959403,-7.623944451
0.002476,-1.592224007,4.891443653,-5.181700122
0.0024765,7.207963692,4.610619175,-5.001803899
0.002477,15.44808636,4.278891702,-6.589749572
0.0024775,23.02032032,3.89015277,-4.835849041
0.002478,29.82237979,3.447583991,-2.509050297
0.0024785,35.7566231,2.958745337,-1.445416427
0.002479,40.77573465,2.451945731,-0.977379519
0.0024795,44.87334429,1.955509513,4.43881352
0.00248,48.06536395,1.485311832,8.094025116
0.0024805,50.38998772,1.044778642,10.0055026
0.002481,51.90769178,0.624886705,12.56237669
0.0024815,52.67669348,0.211970315,16.65045803
0.002482,52.7253687,-0.15538164,23.31649157
0.0024825,52.15978109,-0.448346557,33.3974122
0.002483,51.14965504,-0.631731665,43.27312766
0.0024835,49.8942804,-0.701398052,49.4875114
0.002484,48.61395089,-0.673235424,53.69024373
0.0024845,47.4370352,-0.587891558,58.63810402
0.002485,46.47098231,-0.452245248,66.2530978
0.0024855,45.82457714,-0.232374509,71.25183411
0.002486,45.63993455,0.031007211,77.06071406
0.0024865,45.9728606,0.34512163,83.0717693
0.002487,46.94852871,0.71494557,89.57078525
0.0024875,48.65832809,1.136781038,94.45218888
0.002488,51.15263743,1.553407634,96.77724869
0.0024885,54.40542191,1.956560686,99.75060565
0.002489,58.38349165,2.333620972,104.0270869
0.0024895,63.05645306,2.718100631,109.4824732
0.00249,68.43386687,3.092129415,113.7402739
0.0024905,74.46488535,3.406197582,114.7375571
0.002491,81.02984556,3.669959715,111.9292299
0.0024915,87.99946297,3.845740741,110.068019
0.002492,95.20542791,3.916709975,108.6539619
0.0024925,102.448337,3.880065443,104.8043485
0.002493,109.5254102,3.742206654,99.10751397
0.0024935,116.2109254,3.464693983,91.66722382
0.002494,122.2326162,3.018550829,81.0646511
0.0024945,127.3414313,2.473876668,68.49245782
0.002495,131.3176363,1.780085545,54.3549209
0.0024955,133.8398937,0.928350245,40.09758382
0.002496,134.6337658,-0.09964107,25.02318803
0.0024965,133.4228878,-1.219380611,9.283663745
0.002497,130.0548021,-2.430216518,-0.286559245
0.0024975,124.4197673,-3.654037631,-5.358305913
0.002498,116.5089181,-4.934962762,-10.53274299
0.0024985,101.9623291,-11.56377582,-14.53381533
0.002499,74.7391004,-17.1858247,-16.27138201
0.0024995,40.62989651,-18.98724805,-15.46101093
0.0025,6.502529718,-17.39293982,-15.19404419
0.0025005,-22.38843973,-13.55365738,-13.33558379
0.002501,-42.9914244,-8.682210582,-12.96631964
0.0025015,-55.14498778,-5.01363276,-15.21479618
0.002502,-63.63366192,-4.26906266,-15.55286823
0.0025025,-70.92100314,-3.596198214,-11.36519136
0.002503,-76.92260137,-2.878869152,-2.376632557
0.0025035,-81.49368852,-2.048300236,4.558821127
0.002504,-84.43798384,-1.097252647,11.12948661
0.0025045,-85.55257484,-0.095298456,16.64812134
0.002505,-84.78410115,0.927687139,21.93488146
0.0025055,-82.11406125,1.950376834,23.05809072
0.002506,-77.58366375,2.931589279,20.16258642
0.0025065,-71.32783819,3.800299368,15.38480911
0.002507,-63.57275401,4.5793256,10.6278751
0.0025075,-54.27346083,5.794218332,5.549805199
0.002508,-41.13068579,8.321582578,2.73726409
0.0025085,-24.68584059,9.147572145,3.062395444
0.002509,-8.154541345,8.495374594,5.933634106
0.0025095,6.333817777,7.093834283,12.22468524
0.00251,18.28900631,5.855407921,18.58358688
0.0025105,28.28066561,5.050426471,22.38950595
0.002511,37.29022823,4.693897467,27.42810021
0.0025115,45.69785122,4.3797735,31.5380282
0.002512,53.50793178,4.049295491,37.32517259
0.0025125,60.70061317,3.735637831,46.04519703
0.002513,67.3367325,3.424463305,54.23077555
0.0025135,73.40394811,3.131197488,57.64973557
0.002514,78.94573866,2.85200773,58.3668651
0.0025145,83.93158831,2.528545352,60.85633744
0.002515,88.31210412,2.199121489,63.0311798
0.0025155,92.07173717,1.86172468,65.05924957
0.002516,95.19932141,1.521824272,68.43818337
0.0025165,97.71112195,1.199892621,72.94711846
0.002517,99.64516476,0.894088425,77.25450444
0.0025175,101.0415861,0.610825183,80.10026124
0.002518,101.9428293,0.363347091,81.84274131
0.0025185,102.4076383,0.144470922,84.82153671
0.002519,102.5158739,-0.020859206,88.36950055
0.0025195,102.347881,-0.154998494,91.28459851
0.00252,101.9705911,-0.243107042,95.34768027
0.0025205,101.4705413,-0.291246751,98.16275989
0.002521,100.9098238,-0.312173499,97.85114782
0.0025215,100.3158197,-0.330299961,94.56531262
0.002522,99.67069367,-0.374243295,88.70757629
0.0025225,98.87149939,-0.49749704,82.8159576
0.002523,97.81783093,-0.643564285,79.28669798
0.0025235,96.48454859,-0.801616852,74.89013584
0.002524,94.81272683,-1.008039182,70.35320474
0.0025245,92.75056363,-1.221979254,64.68377828
0.002525,90.25703716,-1.479586395,57.79871093
0.0025255,87.26076318,-1.761099624,48.21639692
0.002526,83.68144538,-2.115391972,38.41151404
0.0025265,79.41431414,-2.489242868,29.55245979
0.002527,74.45308514,-2.876886775,22.90831907
0.0025275,68.72925238,-3.304325138,17.15723012
0.002528,62.232205,-3.705153039,10.34099797
0.0025285,55.02939502,-4.074663591,6.170068662
0.002529,47.17287279,-4.405874481,3.623905041
0.0025295,38.739196,-4.685847856,1.921087228
0.00253,29.81768761,-4.934643871,0.248302559
0.0025305,20.47803484,-5.127714643,-2.14656588
0.002531,10.94989211,-5.157928707,-3.750933926
0.0025315,1.49714628,-5.026979817,-4.958548908
0.002532,-7.636965934,-4.830646994,-9.619357393
0.0025325,-16.40381332,-4.628758206,-15.69129043
0.002533,-24.80454039,-4.444556056,-21.49036
0.0025335,-32.84700622,-4.252050605,-25.33123493
0.002534,-40.49988104,-3.995972928,-26.33420934
0.0025345,-47.63089973,-3.690180018,-28.3229355
0.002535,-54.15880675,-3.36271961,-31.56774989
0.0025355,-60.05969424,-3.02394718,-35.92543044
0.002536,-65.34533541,-2.690136079,-41.57753337
0.0025365,-70.01054681,-2.35394295,-46.92527199
0.002537,-74.05060946,-2.002118013,-50.43165097
0.0025375,-77.45679118,-1.678809951,-54.74472997
0.002538,-80.29182466,-1.387586753,-58.72190982
0.0025385,-82.64093536,-1.153393404,-65.4289381
0.002539,-84.57688576,-0.942706247,-73.03467012
0.0025395,-86.15185168,-0.771499653,-79.26138269
0.00254,-87.47737124,-0.666585857,-81.07002984
0.0025405,-88.6309718,-0.579009548,-83.1148137
0.002541,-89.63884873,-0.519183948,-90.17487105
0.0025415,-90.58740339,-0.513254304,-100.9670832
0.002542,-91.61156788,-0.611536598,-110.3214897
0.0025425,-92.89162969,-0.772256949,-116.3163497
0.002543,-94.48008922,-0.953121949,-119.7025525
0.0025435,-96.4332996,-1.156646917,-120.8404479
0.002544,-98.76129211,-1.348480302,-119.0021092
0.0025445,-101.402105,-1.494474625,-116.8551553
0.002545,-104.2607893,-1.585551295,-113.6944094
0.0025455,-107.239034,-1.62212664,-113.7789972
0.002546,-110.247083,-1.620892044,-116.8940003
0.0025465,-113.2453602,-1.622108184,-123.2789875
0.002547,-116.3060018,-1.690327713,-129.6167102
0.0025475,-119.5053541,-1.76628316,-134.5653632
0.002548,-122.8453423,-1.842996226,-137.8771865
0.0025485,-126.3384803,-1.927499583,-140.3193492
0.002549,-129.9735232,-1.993699334,-143.6686253
0.0025495,-133.7176561,-2.050169009,-147.4521962
0.00255,-137.5710775,-2.110722378,-152.3868854
0.0025505,-141.5280888,-2.162019466,-153.9371653
0.002551,-145.563244,-2.193036093,-154.6782999
0.0025515,-149.631113,-2.194451314,-154.8165752
0.002552,-153.6486576,-2.137032412,-151.7629003
0.0025525,-157.5210386,-2.03307145,-150.7126735
0.002553,-161.1823776,-1.908195977,-152.5394078
0.0025535,-164.5941242,-1.776102859,-156.1653454
0.002554,-167.7450563,-1.63855828,-158.9232117
0.0025545,-170.6449587,-1.485870342,-159.2174425
0.002555,-173.2428973,-1.300082362,-155.5295516
0.0025555,-175.4374709,-1.064441089,-147.0849423
0.002556,-177.1303742,-0.770507849,-142.0785503
